Jobname,Channel ID,Spin,Before SCF,1st SCF,Last SCF,Converged
./U_0_u/ZnO_LR,1,1,0.0000000000000000,1.6169188959093517,0.5683737738499826,true
./U_0_u/ZnO_LR,1,2,0.0000000000000000,1.6170543046550379,0.5069732171128928,true
./U_0_u/ZnO_LR,2,1,0.0000000000000000,1.6169188959093515,0.5683737738499826,true
./U_0_u/ZnO_LR,2,2,0.0000000000000000,1.6170543046550379,0.5069732171128930,true
./U_0_u/ZnO_LR,3,1,5.0000000000000000,0.1239195907144128,3.1667733869699202,true
./U_0_u/ZnO_LR,3,2,5.0000000000000000,0.1239730600227809,3.3627899509139301,true
./U_0_u/ZnO_LR,4,1,5.0000000000000000,0.1239195907144127,3.1667733869699193,true
./U_0_u/ZnO_LR,4,2,5.0000000000000000,0.1239730600227810,3.3627899509139287,true
./U_0_u/U_0_u_1/ZnO_LR,1,1,0.5683737738499826,0.0000000000000006,0.0000000000000023,true
./U_0_u/U_0_u_1/ZnO_LR,1,2,0.5069732171128928,0.0000000000000005,0.0000000000000024,true
./U_0_u/U_0_u_1/ZnO_LR,2,1,0.5683737738499826,0.0000000000000006,0.0000000000000023,true
./U_0_u/U_0_u_1/ZnO_LR,2,2,0.5069732171128930,0.0000000000000005,0.0000000000000024,true
./U_0_u/U_0_u_1/ZnO_LR,3,1,3.1667733869699202,0.0000000000000017,0.0000000000000039,true
./U_0_u/U_0_u_1/ZnO_LR,3,2,3.3627899509139301,0.0000000000000017,0.0000000000000096,true
./U_0_u/U_0_u_1/ZnO_LR,4,1,3.1667733869699193,0.0000000000000017,0.0000000000000039,true
./U_0_u/U_0_u_1/ZnO_LR,4,2,3.3627899509139287,0.0000000000000017,0.0000000000000096,true
./U_0_u/U_0_u_2/ZnO_LR,1,1,0.5683737738499826,0.0000000000000001,0.0000000000000006,true
./U_0_u/U_0_u_2/ZnO_LR,1,2,0.5069732171128928,0.0000000000000001,0.0000000000000005,true
./U_0_u/U_0_u_2/ZnO_LR,2,1,0.5683737738499826,0.0000000000000001,0.0000000000000006,true
./U_0_u/U_0_u_2/ZnO_LR,2,2,0.5069732171128930,0.0000000000000001,0.0000000000000005,true
./U_0_u/U_0_u_2/ZnO_LR,3,1,3.1667733869699202,0.0000000000000004,0.0000000000000011,true
./U_0_u/U_0_u_2/ZnO_LR,3,2,3.3627899509139301,0.0000000000000004,0.0000000000000025,true
./U_0_u/U_0_u_2/ZnO_LR,4,1,3.1667733869699193,0.0000000000000004,0.0000000000000011,true
./U_0_u/U_0_u_2/ZnO_LR,4,2,3.3627899509139287,0.0000000000000004,0.0000000000000025,true
./U_0_u/U_0_u_3/ZnO_LR,1,1,0.5683737738499826,0.0000000000000001,0.0000000000000003,true
./U_0_u/U_0_u_3/ZnO_LR,1,2,0.5069732171128928,0.0000000000000001,0.0000000000000003,true
./U_0_u/U_0_u_3/ZnO_LR,2,1,0.5683737738499826,0.0000000000000001,0.0000000000000003,true
./U_0_u/U_0_u_3/ZnO_LR,2,2,0.5069732171128930,0.0000000000000001,0.0000000000000003,true
./U_0_u/U_0_u_3/ZnO_LR,3,1,3.1667733869699202,0.0000000000000002,0.0000000000000006,true
./U_0_u/U_0_u_3/ZnO_LR,3,2,3.3627899509139301,0.0000000000000002,0.0000000000000011,true
./U_0_u/U_0_u_3/ZnO_LR,4,1,3.1667733869699193,0.0000000000000002,0.0000000000000006,true
./U_0_u/U_0_u_3/ZnO_LR,4,2,3.3627899509139287,0.0000000000000002,0.0000000000000011,true
./U_0_u/U_0_u_4/ZnO_LR,1,1,0.5683737738499826,0.0000000000000000,0.0000000000000002,true
./U_0_u/U_0_u_4/ZnO_LR,1,2,0.5069732171128928,0.0000000000000000,0.0000000000000001,true
./U_0_u/U_0_u_4/ZnO_LR,2,1,0.5683737738499826,0.0000000000000000,0.0000000000000002,true
./U_0_u/U_0_u_4/ZnO_LR,2,2,0.5069732171128930,0.0000000000000000,0.0000000000000001,true
./U_0_u/U_0_u_4/ZnO_LR,3,1,3.1667733869699202,0.0000000000000001,0.0000000000000003,true
./U_0_u/U_0_u_4/ZnO_LR,3,2,3.3627899509139301,0.0000000000000001,0.0000000000000006,true
./U_0_u/U_0_u_4/ZnO_LR,4,1,3.1667733869699193,0.0000000000000001,0.0000000000000003,true
./U_0_u/U_0_u_4/ZnO_LR,4,2,3.3627899509139287,0.0000000000000001,0.0000000000000006,true
./U_0_u/U_0_u_5/ZnO_LR,1,1,0.5683737738499826,0.0000000000000000,0.0000000000000001,true
./U_0_u/U_0_u_5/ZnO_LR,1,2,0.5069732171128928,0.0000000000000000,0.0000000000000001,true
./U_0_u/U_0_u_5/ZnO_LR,2,1,0.5683737738499826,0.0000000000000000,0.0000000000000001,true
./U_0_u/U_0_u_5/ZnO_LR,2,2,0.5069732171128930,0.0000000000000000,0.0000000000000001,true
./U_0_u/U_0_u_5/ZnO_LR,3,1,3.1667733869699202,0.0000000000000001,0.0000000000000002,true
./U_0_u/U_0_u_5/ZnO_LR,3,2,3.3627899509139301,0.0000000000000001,0.0000000000000004,true
./U_0_u/U_0_u_5/ZnO_LR,4,1,3.1667733869699193,0.0000000000000001,0.0000000000000002,true
./U_0_u/U_0_u_5/ZnO_LR,4,2,3.3627899509139287,0.0000000000000001,0.0000000000000004,true
./U_2_u/ZnO_LR,1,1,0.0000000000000000,2.9412203050433177,2.8577709255012973,true
./U_2_u/ZnO_LR,1,2,0.0000000000000000,2.9411999720164674,2.8577689701188134,true
./U_2_u/ZnO_LR,2,1,0.0000000000000000,2.9412203050433177,2.8577709255012982,true
./U_2_u/ZnO_LR,2,2,0.0000000000000000,2.9411999720164661,2.8577689701188138,true
./U_2_u/ZnO_LR,3,1,5.0000000000000000,4.9911738842108999,4.9920720183783249,true
./U_2_u/ZnO_LR,3,2,5.0000000000000000,4.9911739672779918,4.9920718643600877,true
./U_2_u/ZnO_LR,4,1,5.0000000000000000,4.9911738842108999,4.9920720183783258,true
./U_2_u/ZnO_LR,4,2,5.0000000000000000,4.9911739672779918,4.9920718643600885,true
./U_2_u/U_2_u_1/ZnO_LR,1,1,2.8577709255012973,2.8420133837742450,2.8495866212481165,true
./U_2_u/U_2_u_1/ZnO_LR,1,2,2.8577689701188134,2.8420153997863271,2.8495860225118239,true
./U_2_u/U_2_u_1/ZnO_LR,2,1,2.8577709255012982,2.8420133837742441,2.8495866212481169,true
./U_2_u/U_2_u_1/ZnO_LR,2,2,2.8577689701188138,2.8420153997863267,2.8495860225118239,true
./U_2_u/U_2_u_1/ZnO_LR,3,1,4.9920720183783249,4.9911719175832605,4.9912199851782866,true
